id,name,file,offset,original_class_id,target_class_id
25,com.navercorp.pinpoint.web.applicationmap.rawdata.LinkDataMap.getUnpopulatedEmulatedNodes,web/src/main/java/com/navercorp/pinpoint/web/applicationmap/rawdata/LinkDataMap.java,3603,5,85
27,com.navercorp.pinpoint.web.vo.AgentInfo.createCommandTransferObject,web/src/main/java/com/navercorp/pinpoint/web/vo/AgentInfo.java,6981,46,47
28,com.navercorp.pinpoint.web.vo.Range.createEmptyLinkHistogramSummary,web/src/main/java/com/navercorp/pinpoint/web/vo/Range.java,3323,120,78
37,com.navercorp.pinpoint.web.vo.AgentActiveThreadDumpList.createResponseData,web/src/main/java/com/navercorp/pinpoint/web/vo/AgentActiveThreadDumpList.java,2517,84,65
38,com.navercorp.pinpoint.web.scatter.ScatterData.createScatterDataV1,web/src/main/java/com/navercorp/pinpoint/web/scatter/ScatterData.java,5896,67,56
39,com.navercorp.pinpoint.web.applicationmap.link.Link.isAlert,web/src/main/java/com/navercorp/pinpoint/web/applicationmap/link/Link.java,10769,66,110
41,com.navercorp.pinpoint.web.applicationmap.nodes.ServerInstance.addServerInstance,web/src/main/java/com/navercorp/pinpoint/web/applicationmap/nodes/ServerInstance.java,3800,26,99
42,com.navercorp.pinpoint.web.applicationmap.rawdata.LinkData.addSourceLinkData,web/src/main/java/com/navercorp/pinpoint/web/applicationmap/rawdata/LinkData.java,4688,17,112
46,com.navercorp.pinpoint.web.applicationmap.histogram.TimeHistogram.addAgentHistogram,web/src/main/java/com/navercorp/pinpoint/web/applicationmap/histogram/TimeHistogram.java,1493,87,29
48,com.navercorp.pinpoint.thrift.dto.TSpan.toSpanChunk,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/TSpan.java,6552,64,122
49,com.navercorp.pinpoint.thrift.dto.flink.TFAgentStat.addToAgentStats,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/flink/TFAgentStat.java,3938,129,105
50,com.navercorp.pinpoint.thrift.dto.flink.TFDataSource.addToDataSourceList,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/flink/TFDataSource.java,2298,111,73
51,com.navercorp.pinpoint.thrift.dto.flink.TFServiceInfo.addToServiceInfos,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/flink/TFServiceInfo.java,1411,76,33
52,com.navercorp.pinpoint.thrift.dto.command.TMonitorInfo.addToLockedMonitors,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/command/TMonitorInfo.java,1370,91,15
53,com.navercorp.pinpoint.thrift.dto.command.TActiveThreadDump.addToThreadDumps,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/command/TActiveThreadDump.java,2326,3,88
55,com.navercorp.pinpoint.thrift.dto.command.TActiveThreadLightDump.addToThreadDumps,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/command/TActiveThreadLightDump.java,2366,82,130
59,com.navercorp.pinpoint.thrift.dto.TSpanEvent.addToSpanEventList,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/TSpanEvent.java,5083,45,36
61,com.navercorp.pinpoint.thrift.dto.TAgentStat.addToAgentStats,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/TAgentStat.java,4141,24,123
62,com.navercorp.pinpoint.thrift.dto.TDataSource.addToDataSourceList,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/TDataSource.java,2285,118,11
63,com.navercorp.pinpoint.thrift.dto.TServiceInfo.addToServiceInfos,thrift/src/main/java/com/navercorp/pinpoint/thrift/dto/TServiceInfo.java,1398,37,12
64,com.navercorp.pinpoint.plugin.kafka.KafkaConfig.enableConsumerTransform,plugins/kafka/src/main/java/com/navercorp/pinpoint/plugin/kafka/KafkaConfig.java,2374,60,106
65,com.navercorp.pinpoint.plugin.spring.beans.SpringBeansTarget.isBasePackage,plugins/spring/src/main/java/com/navercorp/pinpoint/plugin/spring/beans/SpringBeansTarget.java,5170,70,54
70,com.navercorp.pinpoint.plugin.thrift.ThriftClientCallContext.handleClientRequest,plugins/thrift/src/main/java/com/navercorp/pinpoint/plugin/thrift/ThriftClientCallContext.java,2325,75,95
71,com.navercorp.pinpoint.plugin.thrift.ThriftRequestProperty.recordParentInfo,plugins/thrift/src/main/java/com/navercorp/pinpoint/plugin/thrift/ThriftRequestProperty.java,8321,97,10
72,com.navercorp.pinpoint.plugin.jdbc.oracle.parser.KeyValue.compare,plugins/oracle-jdbc/src/main/java/com/navercorp/pinpoint/plugin/jdbc/oracle/parser/KeyValue.java,2766,81,6
74,com.navercorp.pinpoint.profiler.sender.SpanStreamSendData.needFlush,profiler/src/main/java/com/navercorp/pinpoint/profiler/sender/SpanStreamSendData.java,8428,77,80
76,com.navercorp.pinpoint.profiler.context.Span.newParentInfo,profiler/src/main/java/com/navercorp/pinpoint/profiler/context/Span.java,6152,55,96
77,com.navercorp.pinpoint.profiler.monitor.metric.cpu.CpuLoadMetricSnapshot.convertCpuLoad,profiler/src/main/java/com/navercorp/pinpoint/profiler/monitor/metric/cpu/CpuLoadMetricSnapshot.java,1212,48,104
82,com.navercorp.pinpoint.profiler.metadata.SqlMetaData.convertSqlMetaData,profiler/src/main/java/com/navercorp/pinpoint/profiler/metadata/SqlMetaData.java,1203,32,9
85,com.navercorp.pinpoint.profiler.monitor.metric.gc.JvmGcType.convertJvmGcType,profiler/src/main/java/com/navercorp/pinpoint/profiler/monitor/metric/gc/JvmGcType.java,1039,109,58
87,com.navercorp.pinpoint.profiler.monitor.metric.transaction.TransactionMetricSnapshot.convertTransaction,profiler/src/main/java/com/navercorp/pinpoint/profiler/monitor/metric/transaction/TransactionMetricSnapshot.java,1924,4,52
92,com.navercorp.pinpoint.profiler.monitor.metric.memory.MemoryPoolType.createMetric,profiler/src/main/java/com/navercorp/pinpoint/profiler/monitor/metric/memory/MemoryPoolType.java,2539,28,34
93,com.navercorp.pinpoint.profiler.context.Annotation.addAnnotation,profiler/src/main/java/com/navercorp/pinpoint/profiler/context/Annotation.java,2248,0,94
94,com.navercorp.pinpoint.profiler.context.recorder.WrappedSpanEventRecorder.wrappedSpanEventRecorder,profiler/src/main/java/com/navercorp/pinpoint/profiler/context/recorder/WrappedSpanEventRecorder.java,6934,53,108
96,com.navercorp.pinpoint.profiler.util.FileBinary.parseClass,profiler/src/main/java/com/navercorp/pinpoint/profiler/util/FileBinary.java,1772,13,18
97,com.navercorp.pinpoint.profiler.instrument.ASMMethodNodeAdapter.getSuperMethodExceptions,profiler/src/main/java/com/navercorp/pinpoint/profiler/instrument/ASMMethodNodeAdapter.java,11682,89,41
99,com.navercorp.pinpoint.collector.cluster.ThriftAgentConnection.createStreamChannel,collector/src/main/java/com/navercorp/pinpoint/collector/cluster/ThriftAgentConnection.java,4818,51,16
100,com.navercorp.pinpoint.common.hbase.parallel.ScanTaskConfig.createScanTasks,commons-hbase/src/main/java/com/navercorp/pinpoint/common/hbase/parallel/ScanTaskConfig.java,3141,101,42
102,com.navercorp.pinpoint.bootstrap.plugin.proxy.ProxyHttpHeader.parseFormat,bootstrap-core/src/main/java/com/navercorp/pinpoint/bootstrap/plugin/proxy/ProxyHttpHeader.java,4349,69,31
103,com.navercorp.pinpoint.common.server.bo.SpanEventBo.addSpanEvent,commons-server/src/main/java/com/navercorp/pinpoint/common/server/bo/SpanEventBo.java,6397,115,93
104,com.navercorp.pinpoint.common.server.bo.event.MonitorInfoBo.putMonitorInfoBo,commons-server/src/main/java/com/navercorp/pinpoint/common/server/bo/event/MonitorInfoBo.java,1534,114,121
