id,name,file,offset,original_class_id,target_class_id
64,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclarator.isBeanAccessor,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTMethodDeclarator.java,838,83,60
67,net.sourceforge.pmd.lang.java.ast.ASTPrimaryPrefix.getNameFromPrimaryPrefix,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTPrimaryPrefix.java,1100,7,62
68,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId.determineUsages,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTVariableDeclaratorId.java,11012,32,77
71,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclarator.isRef,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTVariableDeclarator.java,2774,131,8
73,net.sourceforge.pmd.lang.java.ast.ASTAdditiveExpression.isAllocatedStringBuffer,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTAdditiveExpression.java,1489,107,5
74,net.sourceforge.pmd.lang.java.ast.AbstractJavaNode.isAStringBuilderBuffer,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/AbstractJavaNode.java,2551,34,71
75,net.sourceforge.pmd.lang.java.ast.ASTAllocationExpression.fourthParentNotThrow,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTAllocationExpression.java,1727,39,85
78,net.sourceforge.pmd.lang.java.ast.ASTTypeDeclaration.isField,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTTypeDeclaration.java,1175,25,26
82,net.sourceforge.pmd.lang.java.ast.ASTExpression.getIterableNameOrNullToAbort,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTExpression.java,2244,104,130
84,net.sourceforge.pmd.lang.java.ast.ASTPrimarySuffix.getTypeOfMethodCall,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTPrimarySuffix.java,1870,41,45
86,net.sourceforge.pmd.lang.java.ast.ASTFormalParameters.getArrays,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTFormalParameters.java,1246,75,40
94,net.sourceforge.pmd.lang.java.ast.ASTStatement.isFirstStatementInBlock,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTStatement.java,707,36,99
101,net.sourceforge.pmd.lang.java.ast.FormalComment.isCommentNotWithin,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/FormalComment.java,1408,61,82
104,net.sourceforge.pmd.lang.java.ast.ASTFieldDeclaration.isSerialVersionUID,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTFieldDeclaration.java,6872,78,126
106,net.sourceforge.pmd.lang.java.ast.ASTCompilationUnit.isTestNgClass,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTCompilationUnit.java,1833,128,86
113,net.sourceforge.pmd.lang.java.symboltable.JavaNameOccurrence.add,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/symboltable/JavaNameOccurrence.java,8444,116,129
115,net.sourceforge.pmd.lang.java.ast.ASTArguments.getArgumentList,pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/ASTArguments.java,821,95,52
118,net.sourceforge.pmd.testframework.TestDescriptor.printReport,pmd-test/src/main/java/net/sourceforge/pmd/testframework/TestDescriptor.java,4549,92,96
120,net.sourceforge.pmd.lang.plsql.symboltable.PLSQLNameOccurrence.findVariableHere,pmd-plsql/src/main/java/net/sourceforge/pmd/lang/plsql/symboltable/PLSQLNameOccurrence.java,7898,91,42
123,net.sourceforge.pmd.lang.vf.ast.ASTElExpression.doesElContainIdentifiers,pmd-visualforce/src/main/java/net/sourceforge/pmd/lang/vf/ast/ASTElExpression.java,639,101,90
124,net.sourceforge.pmd.lang.vf.ast.ASTText.isJsonParse,pmd-visualforce/src/main/java/net/sourceforge/pmd/lang/vf/ast/ASTText.java,621,84,16
