id,name,file,offset,original_class_id,target_class_id
197,org.drools.verifier.core.cache.inspectors.RuleInspector.getConditions,drools-verifier/drools-verifier-core/src/main/java/org/drools/verifier/core/cache/inspectors/RuleInspector.java,14788,122,173
198,org.drools.template.model.DRLOutput.renderDRL,drools-templates/src/main/java/org/drools/template/model/DRLOutput.java,1306,223,112
200,org.drools.template.parser.RuleTemplate.createColumnConditions,drools-templates/src/main/java/org/drools/template/parser/RuleTemplate.java,4298,161,56
204,org.drools.persistence.jpa.marshaller.MappedVariable.addMappedVariables,drools-persistence/drools-persistence-jpa/src/main/java/org/drools/persistence/jpa/marshaller/MappedVariable.java,4527,165,1
207,org.drools.workbench.models.commons.backend.rule.context.LHSGeneratorContext.newChildGeneratorContext,drools-workbench-models/drools-workbench-models-commons/src/main/java/org/drools/workbench/models/commons/backend/rule/context/LHSGeneratorContext.java,3895,172,93
211,org.drools.workbench.models.commons.backend.rule.context.RHSGeneratorContext.newPeerGeneratorContext,drools-workbench-models/drools-workbench-models-commons/src/main/java/org/drools/workbench/models/commons/backend/rule/context/RHSGeneratorContext.java,3635,176,159
213,org.drools.workbench.models.guided.dtree.shared.model.GuidedDecisionTree.marshal,drools-workbench-models/drools-workbench-models-guided-dtree/src/main/java/org/drools/workbench/models/guided/dtree/shared/model/GuidedDecisionTree.java,2976,181,46
215,org.drools.workbench.models.datamodel.rule.CompositeFactPattern.visitCompositeFactPattern,drools-workbench-models/drools-workbench-models-datamodel-api/src/main/java/org/drools/workbench/models/datamodel/rule/CompositeFactPattern.java,4123,30,104
218,org.drools.workbench.models.datamodel.rule.ExpressionMethod.copyMethodParams,drools-workbench-models/drools-workbench-models-datamodel-api/src/main/java/org/drools/workbench/models/datamodel/rule/ExpressionMethod.java,3942,224,240
220,org.drools.workbench.models.datamodel.rule.RuleAttribute.addAttribute,drools-workbench-models/drools-workbench-models-datamodel-api/src/main/java/org/drools/workbench/models/datamodel/rule/RuleAttribute.java,4250,67,130
225,org.drools.workbench.models.datamodel.rule.visitors.ToStringExpressionVisitor.getTextOther,drools-workbench-models/drools-workbench-models-datamodel-api/src/main/java/org/drools/workbench/models/datamodel/rule/visitors/ToStringExpressionVisitor.java,5757,246,202
226,org.drools.workbench.models.guided.dtable.shared.model.DTCellValue52.extractDefaultValue,drools-workbench-models/drools-workbench-models-guided-dtable/src/main/java/org/drools/workbench/models/guided/dtable/shared/model/DTCellValue52.java,16523,155,28
227,org.drools.workbench.models.guided.dtable.shared.model.ConditionCol52.getPattern,drools-workbench-models/drools-workbench-models-guided-dtable/src/main/java/org/drools/workbench/models/guided/dtable/shared/model/ConditionCol52.java,9692,60,192
231,org.drools.workbench.models.guided.dtable.shared.model.BRLActionColumn.hasVariables,drools-workbench-models/drools-workbench-models-guided-dtable/src/main/java/org/drools/workbench/models/guided/dtable/shared/model/BRLActionColumn.java,5659,35,239
236,org.drools.workbench.models.testscenarios.shared.ExecutionTrace.removeExpected,drools-workbench-models/drools-workbench-models-test-scenarios/src/main/java/org/drools/workbench/models/testscenarios/shared/ExecutionTrace.java,2386,141,63
241,org.drools.workbench.models.testscenarios.shared.CallFieldValue.addFieldValue,drools-workbench-models/drools-workbench-models-test-scenarios/src/main/java/org/drools/workbench/models/testscenarios/shared/CallFieldValue.java,2378,186,215
244,org.drools.workbench.models.testscenarios.shared.VerifyFact.verifyFact,drools-workbench-models/drools-workbench-models-test-scenarios/src/main/java/org/drools/workbench/models/testscenarios/shared/VerifyFact.java,2787,119,235
245,org.drools.workbench.models.testscenarios.shared.VerifyRuleFired.verifyFiredXTimes,drools-workbench-models/drools-workbench-models-test-scenarios/src/main/java/org/drools/workbench/models/testscenarios/shared/VerifyRuleFired.java,2952,232,145
248,org.drools.workbench.models.testscenarios.shared.CollectionFieldData.createExpression,drools-workbench-models/drools-workbench-models-test-scenarios/src/main/java/org/drools/workbench/models/testscenarios/shared/CollectionFieldData.java,1345,97,105
251,org.drools.workbench.models.guided.template.shared.TemplateModel.updateInterpolationVariableFieldTypes,drools-workbench-models/drools-workbench-models-guided-template/src/main/java/org/drools/workbench/models/guided/template/shared/TemplateModel.java,9194,15,6
252,org.drools.scenariosimulation.api.model.ExpressionIdentifier.addOrUpdateMappingValue,drools-scenario-simulation/drools-scenario-simulation-api/src/main/java/org/drools/scenariosimulation/api/model/ExpressionIdentifier.java,868,92,247
253,org.drools.scenariosimulation.api.model.FactIdentifier.getIndexByIdentifier,drools-scenario-simulation/drools-scenario-simulation-api/src/main/java/org/drools/scenariosimulation/api/model/FactIdentifier.java,2497,102,72
